01/09/2005,5.008131092,2000
02/09/2005,5.011903474,1999
03/09/2005,5.01914651,1998
04/09/2005,5.018898036,1997
05/09/2005,5.020227633,1996
06/09/2005,5.028167006,1995
07/09/2005,5.023125862,1994
08/09/2005,5.025784998,1993
09/09/2005,5.024624458,1992
10/09/2005,5.029228048,1991
11/09/2005,5.038454283,1990
12/09/2005,5.041207726,1989
13/09/2005,5.03354033,1988
14/09/2005,5.025712908,1987
15/09/2005,5.030846619,1986
16/09/2005,5.038343352,1985
17/09/2005,5.032784774,1984
18/09/2005,5.024868452,1983
19/09/2005,5.023406988,1982
20/09/2005,5.014321128,1981
21/09/2005,5.0174846,1980
22/09/2005,5.021581509,1979
23/09/2005,5.023313587,1978
24/09/2005,5.014818885,1977
25/09/2005,5.024740859,1976
26/09/2005,5.030266428,1975
27/09/2005,5.024446874,1974
28/09/2005,5.032541907,1973
29/09/2005,5.040528925,1972
30/09/2005,5.038537134,1971
01/10/2005,5.043665227,1970
02/10/2005,5.0450452,1969
03/10/2005,5.040482074,1968
04/10/2005,5.044112737,1967
05/10/2005,5.045160846,1966
06/10/2005,5.036628235,1965
07/10/2005,5.043616542,1964
08/10/2005,5.037595217,1963
09/10/2005,5.034639841,1962
10/10/2005,5.031351386,1961
11/10/2005,5.026700869,1960
12/10/2005,5.023553838,1959
13/10/2005,5.028625489,1958
14/10/2005,5.024038663,1957
15/10/2005,5.023113614,1956
16/10/2005,5.026262746,1955
17/10/2005,5.02582956,1954
18/10/2005,5.018536359,1953
19/10/2005,5.008640419,1952
20/10/2005,5.017136861,1951
21/10/2005,5.017456704,1950
22/10/2005,5.017544351,1949
23/10/2005,5.017140458,1948
24/10/2005,5.016526933,1947
25/10/2005,5.011320302,1946
26/10/2005,5.007900901,1945
27/10/2005,5.012620567,1944
28/10/2005,5.006975366,1943
29/10/2005,4.999564219,1942
30/10/2005,5.009514343,1941
31/10/2005,5.012587869,1940
01/11/2005,5.021863072,1939
02/11/2005,5.013328729,1938
03/11/2005,5.022818047,1937
04/11/2005,5.019403644,1936
05/11/2005,5.015804684,1935
06/11/2005,5.015605324,1934
07/11/2005,5.010604359,1933
08/11/2005,5.001264477,1932
09/11/2005,4.999640714,1931
10/11/2005,5.00666445,1930
11/11/2005,4.996948473,1929
12/11/2005,5.005537814,1928
13/11/2005,5.0066266,1927
14/11/2005,5.0086685,1926
15/11/2005,5.003342259,1925
16/11/2005,5.001014516,1924
17/11/2005,5.006325097,1923
18/11/2005,5.005663082,1922
19/11/2005,5.013108843,1921
20/11/2005,5.004320374,1920
21/11/2005,5.00339619,1919
22/11/2005,4.995854344,1918
23/11/2005,5.001448643,1917
24/11/2005,5.003473841,1916
25/11/2005,5.010987651,1915
26/11/2005,5.012417572,1914
27/11/2005,5.018921261,1913
28/11/2005,5.022515382,1912
29/11/2005,5.013960282,1911
30/11/2005,5.009833614,1910
01/12/2005,5.011836975,1909
02/12/2005,5.00223623,1908
03/12/2005,5.011691542,1907
04/12/2005,5.015514467,1906
05/12/2005,5.019100201,1905
06/12/2005,5.014733131,1904
07/12/2005,5.01306287,1903
08/12/2005,5.012096339,1902
09/12/2005,5.01580831,1901
10/12/2005,5.008893523,1900
11/12/2005,4.999696424,1899
12/12/2005,5.007799017,1898
13/12/2005,5.006791146,1897
14/12/2005,5.0091506,1896
15/12/2005,4.999203986,1895
16/12/2005,4.991809888,1894
17/12/2005,4.998071423,1893
18/12/2005,4.989888699,1892
19/12/2005,4.991631894,1891
20/12/2005,4.992135791,1890
21/12/2005,4.989478338,1889
22/12/2005,4.99063813,1888
23/12/2005,4.999081647,1887
24/12/2005,4.990324406,1886
25/12/2005,4.981313388,1885
26/12/2005,4.988937878,1884
27/12/2005,4.985682571,1883
28/12/2005,4.994005071,1882
29/12/2005,4.989169784,1881
30/12/2005,4.986292642,1880
31/12/2005,4.990849949,1879
01/01/2006,4.981073095,1878
02/01/2006,4.985061946,1877
03/01/2006,4.987993516,1876
04/01/2006,4.978300828,1875
05/01/2006,4.973660122,1874
06/01/2006,4.968907453,1873
07/01/2006,4.975282218,1872
08/01/2006,4.973730291,1871
09/01/2006,4.963737563,1870
10/01/2006,4.972289276,1869
11/01/2006,4.975589631,1868
12/01/2006,4.967282167,1867
13/01/2006,4.975944421,1866
14/01/2006,4.974820575,1865
15/01/2006,4.967023026,1864
16/01/2006,4.969472095,1863
17/01/2006,4.975048603,1862
18/01/2006,4.983508602,1861
19/01/2006,4.985908143,1860
20/01/2006,4.976464643,1859
21/01/2006,4.970112898,1858
22/01/2006,4.975102645,1857
23/01/2006,4.96766646,1856
24/01/2006,4.958339583,1855
25/01/2006,4.966475337,1854
26/01/2006,4.959687318,1853
27/01/2006,4.962204321,1852
28/01/2006,4.964780712,1851
29/01/2006,4.964371931,1850
30/01/2006,4.963758553,1849
31/01/2006,4.955288961,1848
01/02/2006,4.954939403,1847
02/02/2006,4.946256341,1846
03/02/2006,4.948668361,1845
04/02/2006,4.943020253,1844
05/02/2006,4.950677295,1843
06/02/2006,4.956561717,1842
07/02/2006,4.949792486,1841
08/02/2006,4.949508232,1840
09/02/2006,4.950481199,1839
10/02/2006,4.94694571,1838
11/02/2006,4.955670686,1837
12/02/2006,4.951618488,1836
13/02/2006,4.94695951,1835
14/02/2006,4.954754239,1834
15/02/2006,4.964355544,1833
16/02/2006,4.958411914,1832
17/02/2006,4.955336932,1831
18/02/2006,4.953255122,1830
19/02/2006,4.960422685,1829
20/02/2006,4.954262673,1828
21/02/2006,4.945561685,1827
22/02/2006,4.943056014,1826
23/02/2006,4.943998245,1825
24/02/2006,4.937956598,1824
25/02/2006,4.940899679,1823
26/02/2006,4.949394906,1822
27/02/2006,4.950725256,1821
28/02/2006,4.955839713,1820
01/03/2006,4.959639398,1819
02/03/2006,4.965230633,1818
03/03/2006,4.956022574,1817
04/03/2006,4.955360641,1816
05/03/2006,4.963995001,1815
06/03/2006,4.957184143,1814
07/03/2006,4.94956571,1813
08/03/2006,4.94574719,1812
09/03/2006,4.940643438,1811
10/03/2006,4.945452372,1810
11/03/2006,4.936634942,1809
12/03/2006,4.928823265,1808
13/03/2006,4.933256672,1807
14/03/2006,4.943149631,1806
15/03/2006,4.950575743,1805
16/03/2006,4.957473966,1804
17/03/2006,4.949014396,1803
18/03/2006,4.958903008,1802
19/03/2006,4.955247422,1801
20/03/2006,4.96368741,1800
21/03/2006,4.966091772,1799
22/03/2006,4.968275077,1798
23/03/2006,4.978176896,1797
24/03/2006,4.984020354,1796
25/03/2006,4.992647645,1795
26/03/2006,4.993334607,1794
27/03/2006,5.001012575,1793
28/03/2006,4.99193173,1792
29/03/2006,4.989418176,1791
30/03/2006,4.994990669,1790
31/03/2006,4.995289405,1789
01/04/2006,4.995096736,1788
02/04/2006,5.003737584,1787
03/04/2006,5.008837657,1786
04/04/2006,5.01751952,1785
05/04/2006,5.012966913,1784
06/04/2006,5.007980346,1783
07/04/2006,5.005327635,1782
08/04/2006,5.00289588,1781
09/04/2006,5.008421359,1780
10/04/2006,5.0125565,1779
11/04/2006,5.010005824,1778
12/04/2006,5.000799692,1777
13/04/2006,5.003506065,1776
14/04/2006,5.002081137,1775
15/04/2006,5.008114229,1774
16/04/2006,4.998948803,1773
17/04/2006,4.990418516,1772
18/04/2006,4.98150729,1771
19/04/2006,4.973062835,1770
20/04/2006,4.977918583,1769
21/04/2006,4.968439276,1768
22/04/2006,4.973385636,1767
23/04/2006,4.964433387,1766
24/04/2006,4.972160347,1765
25/04/2006,4.969156938,1764
26/04/2006,4.973839005,1763
27/04/2006,4.96553282,1762
28/04/2006,4.96647447,1761
29/04/2006,4.964551828,1760
30/04/2006,4.971151421,1759
01/05/2006,4.970091535,1758
02/05/2006,4.975897197,1757
03/05/2006,4.978488421,1756
04/05/2006,4.98014973,1755
05/05/2006,4.97300132,1754
06/05/2006,4.971330167,1753
07/05/2006,4.964316861,1752
08/05/2006,4.969776121,1751
09/05/2006,4.976781945,1750
10/05/2006,4.976655089,1749
11/05/2006,4.973782152,1748
12/05/2006,4.964523352,1747
13/05/2006,4.973455946,1746
14/05/2006,4.98255905,1745
15/05/2006,4.988327852,1744
16/05/2006,4.993363734,1743
17/05/2006,4.997309029,1742
18/05/2006,4.995977377,1741
19/05/2006,4.986546875,1740
20/05/2006,4.988903063,1739
21/05/2006,4.991587863,1738
22/05/2006,4.992828009,1737
23/05/2006,4.990718371,1736
24/05/2006,4.983443382,1735
25/05/2006,4.983850933,1734
26/05/2006,4.977389108,1733
27/05/2006,4.969168578,1732
28/05/2006,4.976847996,1731
29/05/2006,4.983744929,1730
30/05/2006,4.984512061,1729
31/05/2006,4.988291181,1728
01/06/2006,4.997298286,1727
02/06/2006,4.989653585,1726
03/06/2006,4.986095578,1725
04/06/2006,4.979646306,1724
05/06/2006,4.970742732,1723
06/06/2006,4.968772446,1722
07/06/2006,4.970440086,1721
08/06/2006,4.967798412,1720
09/06/2006,4.961830227,1719
10/06/2006,4.954953413,1718
11/06/2006,4.947646648,1717
12/06/2006,4.954163001,1716
13/06/2006,4.956102314,1715
14/06/2006,4.949651599,1714
15/06/2006,4.958089184,1713
16/06/2006,4.960025657,1712
17/06/2006,4.967159489,1711
18/06/2006,4.965360138,1710
19/06/2006,4.965836043,1709
20/06/2006,4.972092531,1708
21/06/2006,4.965711656,1707
22/06/2006,4.973850211,1706
23/06/2006,4.974208431,1705
24/06/2006,4.970700422,1704
25/06/2006,4.972104027,1703
26/06/2006,4.981343387,1702
27/06/2006,4.973396411,1701
28/06/2006,4.964247219,1700
29/06/2006,4.95627408,1699
30/06/2006,4.966234065,1698
01/07/2006,4.969280937,1697
02/07/2006,4.972636209,1696
03/07/2006,4.963157598,1695
04/07/2006,4.972409614,1694
05/07/2006,4.973238195,1693
06/07/2006,4.972881479,1692
07/07/2006,4.975535116,1691
08/07/2006,4.971880681,1690
09/07/2006,4.970187251,1689
10/07/2006,4.961041955,1688
11/07/2006,4.956411992,1687
12/07/2006,4.954834263,1686
13/07/2006,4.958405648,1685
14/07/2006,4.954392892,1684
15/07/2006,4.947778789,1683
16/07/2006,4.952116729,1682
17/07/2006,4.945141427,1681
18/07/2006,4.938177977,1680
19/07/2006,4.931936305,1679
20/07/2006,4.922409548,1678
21/07/2006,4.919871333,1677
22/07/2006,4.910197644,1676
23/07/2006,4.914706143,1675
24/07/2006,4.913140161,1674
25/07/2006,4.903810949,1673
26/07/2006,4.907688245,1672
27/07/2006,4.9016612,1671
28/07/2006,4.911202767,1670
29/07/2006,4.904078187,1669
30/07/2006,4.910258505,1668
31/07/2006,4.904164204,1667
01/08/2006,4.913179503,1666
02/08/2006,4.909994933,1665
03/08/2006,4.911989864,1664
04/08/2006,4.919032539,1663
05/08/2006,4.922858696,1662
06/08/2006,4.92027516,1661
07/08/2006,4.918108124,1660
08/08/2006,4.917592188,1659
09/08/2006,4.913226092,1658
10/08/2006,4.907631969,1657
11/08/2006,4.904398357,1656
12/08/2006,4.902997031,1655
13/08/2006,4.893731825,1654
14/08/2006,4.894169185,1653
15/08/2006,4.900585751,1652
16/08/2006,4.906023206,1651
17/08/2006,4.896774511,1650
18/08/2006,4.893959266,1649
19/08/2006,4.896829378,1648
20/08/2006,4.901277372,1647
21/08/2006,4.902305737,1646
22/08/2006,4.892465695,1645
23/08/2006,4.900157868,1644
24/08/2006,4.908960704,1643
25/08/2006,4.914994867,1642
26/08/2006,4.923432821,1641
27/08/2006,4.931716687,1640
28/08/2006,4.941176803,1639
29/08/2006,4.931541937,1638
30/08/2006,4.923686899,1637
31/08/2006,4.921176634,1636
01/09/2006,4.927227084,1635
02/09/2006,4.932415883,1634
03/09/2006,4.936393897,1633
04/09/2006,4.927240146,1632
05/09/2006,4.923653281,1631
06/09/2006,4.918937986,1630
07/09/2006,4.921395897,1629
08/09/2006,4.920739066,1628
09/09/2006,4.916155648,1627
10/09/2006,4.916704116,1626
11/09/2006,4.918094177,1625
12/09/2006,4.921351633,1624
13/09/2006,4.92515484,1623
14/09/2006,4.925686685,1622
15/09/2006,4.925027142,1621
16/09/2006,4.919914627,1620
17/09/2006,4.919550194,1619
18/09/2006,4.926399234,1618
19/09/2006,4.930238494,1617
20/09/2006,4.933954147,1616
21/09/2006,4.941463944,1615
22/09/2006,4.942032718,1614
23/09/2006,4.949514045,1613
24/09/2006,4.955077701,1612
25/09/2006,4.955454811,1611
26/09/2006,4.960446261,1610
27/09/2006,4.960790784,1609
28/09/2006,4.959307009,1608
29/09/2006,4.963392862,1607
30/09/2006,4.960410044,1606
01/10/2006,4.951739732,1605
02/10/2006,4.941905727,1604
03/10/2006,4.949698594,1603
04/10/2006,4.945205298,1602
05/10/2006,4.953165978,1601
06/10/2006,4.962535522,1600
07/10/2006,4.955513656,1599
08/10/2006,4.953574018,1598
09/10/2006,4.956871366,1597
10/10/2006,4.957963979,1596
11/10/2006,4.962137708,1595
12/10/2006,4.964401629,1594
13/10/2006,4.965062756,1593
14/10/2006,4.956109438,1592
15/10/2006,4.964126725,1591
16/10/2006,4.958574918,1590
17/10/2006,4.95905984,1589
18/10/2006,4.964194999,1588
19/10/2006,4.973405411,1587
20/10/2006,4.975339943,1586
21/10/2006,4.982272405,1585
22/10/2006,4.973697848,1584
23/10/2006,4.978150426,1583
24/10/2006,4.980449195,1582
25/10/2006,4.974292905,1581
26/10/2006,4.964328244,1580
27/10/2006,4.959614877,1579
28/10/2006,4.952764311,1578
29/10/2006,4.955857192,1577
30/10/2006,4.948888125,1576
31/10/2006,4.940149072,1575
01/11/2006,4.935684282,1574
02/11/2006,4.933020536,1573
03/11/2006,4.928627391,1572
04/11/2006,4.935951762,1571
05/11/2006,4.940610186,1570
06/11/2006,4.948723772,1569
07/11/2006,4.94235335,1568
08/11/2006,4.941704817,1567
09/11/2006,4.944279013,1566
10/11/2006,4.949800913,1565
11/11/2006,4.953011317,1564
12/11/2006,4.950367249,1563
13/11/2006,4.956583231,1562
14/11/2006,4.949077006,1561
15/11/2006,4.947867619,1560
16/11/2006,4.957374603,1559
17/11/2006,4.953719863,1558
18/11/2006,4.959754568,1557
19/11/2006,4.96177635,1556
20/11/2006,4.956654344,1555
21/11/2006,4.951774241,1554
22/11/2006,4.951134312,1553
23/11/2006,4.945703361,1552
24/11/2006,4.944970487,1551
25/11/2006,4.937009016,1550
26/11/2006,4.943237786,1549
27/11/2006,4.937793906,1548
28/11/2006,4.946858389,1547
29/11/2006,4.946201185,1546
30/11/2006,4.938862144,1545
01/12/2006,4.943618341,1544
02/12/2006,4.952778848,1543
03/12/2006,4.956725559,1542
04/12/2006,4.951168199,1541
05/12/2006,4.957017568,1540
06/12/2006,4.960323773,1539
07/12/2006,4.951263401,1538
08/12/2006,4.946755382,1537
09/12/2006,4.949463414,1536
10/12/2006,4.958392008,1535
11/12/2006,4.967472391,1534
12/12/2006,4.970255465,1533
13/12/2006,4.978425189,1532
14/12/2006,4.969271354,1531
15/12/2006,4.967875349,1530
16/12/2006,4.96489702,1529
17/12/2006,4.957895219,1528
18/12/2006,4.964261506,1527
19/12/2006,4.962821341,1526
20/12/2006,4.953374471,1525
21/12/2006,4.959803888,1524
22/12/2006,4.95609444,1523
23/12/2006,4.949923337,1522
24/12/2006,4.941064078,1521
25/12/2006,4.936756998,1520
26/12/2006,4.940406373,1519
27/12/2006,4.945966265,1518
28/12/2006,4.938775087,1517
29/12/2006,4.945273003,1516
30/12/2006,4.942854361,1515
31/12/2006,4.939714179,1514
01/01/2007,4.943511911,1513
02/01/2007,4.940151029,1512
03/01/2007,4.936131178,1511
04/01/2007,4.932786634,1510
05/01/2007,4.940184231,1509
06/01/2007,4.94133023,1508
07/01/2007,4.946297411,1507
08/01/2007,4.955299822,1506
09/01/2007,4.94708192,1505
10/01/2007,4.955038113,1504
11/01/2007,4.94873119,1503
12/01/2007,4.952035134,1502
13/01/2007,4.954047243,1501
14/01/2007,4.948606092,1500
15/01/2007,4.947041154,1499
16/01/2007,4.945525239,1498
17/01/2007,4.950671879,1497
18/01/2007,4.95282133,1496
19/01/2007,4.961024538,1495
20/01/2007,4.962092519,1494
21/01/2007,4.958459188,1493
22/01/2007,4.949113529,1492
23/01/2007,4.939304226,1491
24/01/2007,4.943091557,1490
25/01/2007,4.95246751,1489
26/01/2007,4.947282516,1488
27/01/2007,4.940072442,1487
28/01/2007,4.949311185,1486
29/01/2007,4.949623376,1485
30/01/2007,4.956452956,1484
31/01/2007,4.957841388,1483
01/02/2007,4.949748256,1482
02/02/2007,4.956748792,1481
03/02/2007,4.962597382,1480
04/02/2007,4.968195062,1479
05/02/2007,4.96388798,1478
06/02/2007,4.962010307,1477
07/02/2007,4.959961834,1476
08/02/2007,4.969282175,1475
09/02/2007,4.979232304,1474
10/02/2007,4.974566104,1473
11/02/2007,4.97183267,1472
12/02/2007,4.973070213,1471
13/02/2007,4.965981194,1470
14/02/2007,4.968928125,1469
15/02/2007,4.968858108,1468
16/02/2007,4.966013206,1467
17/02/2007,4.965401135,1466
18/02/2007,4.974138585,1465
19/02/2007,4.977459879,1464
20/02/2007,4.978284204,1463
21/02/2007,4.972486771,1462
22/02/2007,4.980927421,1461
23/02/2007,4.978418352,1460
24/02/2007,4.973453634,1459
25/02/2007,4.973112906,1458
26/02/2007,4.979757276,1457
27/02/2007,4.983035409,1456
28/02/2007,4.973764341,1455
01/03/2007,4.970673054,1454
02/03/2007,4.980154048,1453
03/03/2007,4.983315691,1452
04/03/2007,4.975556839,1451
05/03/2007,4.972802883,1450
06/03/2007,4.966582174,1449
07/03/2007,4.963031844,1448
08/03/2007,4.956427896,1447
09/03/2007,4.961970135,1446
10/03/2007,4.971737585,1445
11/03/2007,4.974860798,1444
12/03/2007,4.968202707,1443
13/03/2007,4.962888939,1442
14/03/2007,4.962253787,1441
15/03/2007,4.958707594,1440
16/03/2007,4.962600841,1439
17/03/2007,4.956843876,1438
18/03/2007,4.965629301,1437
19/03/2007,4.96784547,1436
20/03/2007,4.964245711,1435
21/03/2007,4.954464336,1434
22/03/2007,4.957301651,1433
23/03/2007,4.958921153,1432
24/03/2007,4.952125247,1431
25/03/2007,4.950606978,1430
26/03/2007,4.950298717,1429
27/03/2007,4.954170891,1428
28/03/2007,4.950739997,1427
29/03/2007,4.952418539,1426
30/03/2007,4.942902582,1425
31/03/2007,4.948173213,1424
01/04/2007,4.948349068,1423
02/04/2007,4.951094419,1422
03/04/2007,4.953858689,1421
04/04/2007,4.958707733,1420
05/04/2007,4.956185383,1419
06/04/2007,4.953977815,1418
07/04/2007,4.951715105,1417
08/04/2007,4.958809139,1416
09/04/2007,4.949145314,1415
10/04/2007,4.949439786,1414
11/04/2007,4.957962604,1413
12/04/2007,4.950116332,1412
13/04/2007,4.94121904,1411
14/04/2007,4.935476505,1410
15/04/2007,4.93253567,1409
16/04/2007,4.942507932,1408
17/04/2007,4.943152033,1407
18/04/2007,4.936520348,1406
19/04/2007,4.941849349,1405
20/04/2007,4.938717537,1404
21/04/2007,4.931290021,1403
22/04/2007,4.9391493,1402
23/04/2007,4.930779414,1401
24/04/2007,4.929750022,1400
25/04/2007,4.933140143,1399
26/04/2007,4.937846812,1398
27/04/2007,4.93244354,1397
28/04/2007,4.930830204,1396
29/04/2007,4.932945657,1395
30/04/2007,4.935410193,1394
01/05/2007,4.938073728,1393
02/05/2007,4.947206486,1392
03/05/2007,4.945392061,1391
04/05/2007,4.938716944,1390
05/05/2007,4.947141573,1389
06/05/2007,4.956082316,1388
07/05/2007,4.950809426,1387
08/05/2007,4.952894705,1386
09/05/2007,4.950073424,1385
10/05/2007,4.941528873,1384
11/05/2007,4.948775537,1383
12/05/2007,4.946630773,1382
13/05/2007,4.949273451,1381
14/05/2007,4.942384747,1380
15/05/2007,4.944812836,1379
16/05/2007,4.942410334,1378
17/05/2007,4.950854746,1377
18/05/2007,4.941130953,1376
19/05/2007,4.95003279,1375
20/05/2007,4.94350325,1374
21/05/2007,4.940554288,1373
22/05/2007,4.937848448,1372
23/05/2007,4.937023856,1371
24/05/2007,4.944216243,1370
25/05/2007,4.94407286,1369
26/05/2007,4.951443217,1368
27/05/2007,4.954240348,1367
28/05/2007,4.952271562,1366
29/05/2007,4.951429561,1365
30/05/2007,4.947727027,1364
31/05/2007,4.941090636,1363
01/06/2007,4.934111603,1362
02/06/2007,4.943902135,1361
03/06/2007,4.942617673,1360
04/06/2007,4.939525603,1359
05/06/2007,4.947076538,1358
06/06/2007,4.947787574,1357
07/06/2007,4.941697212,1356
08/06/2007,4.946793629,1355
09/06/2007,4.951614774,1354
10/06/2007,4.952799434,1353
11/06/2007,4.956914138,1352
12/06/2007,4.954774594,1351
13/06/2007,4.962200202,1350
14/06/2007,4.961472876,1349
15/06/2007,4.955154678,1348
